"","ccode","year","country","icrg_bq","icrg_ip","ifuel","isxp","log_milex_cap","log_rgdpch","milper","p_polity2","p_polity2_sq","rgdpch","rpc1","sip2","taxratio","totrev","xpolity","xpolity_sq","yhat","yhat_2"
"350",165,1994,"Uruguay",1,7,0,0.0823999971151359,4.67321538925171,9.21680641174316,25,10,100,10055.255859375,0.138611704111099,0.975880538511,0.269699990749359,0.298799991607666,7,49,-1.48019444942474,2.48019456863403
"351",165,1995,"Uruguay",1,7,1,0.0719999969005585,4.64335203170776,9.19650936126709,25,10,100,9853.2421875,0.128636106848717,0.975880538511,0.246500000357628,0.275799989700317,7,49,-1.48019444942474,2.48019456863403
"352",165,1996,"Uruguay",1.5,7,1,0.0719999969005585,4.49190378189087,9.24643421173096,25,10,100,10357.5966796875,1.42564928531647,0.975880538511,0.25,0.276899993419647,7,49,-0.980194509029388,2.48019456863403
"353",165,1997,"Uruguay",2.57999992370605,8.25,1,0.0719999969005585,4.55715560913086,9.29266357421875,25,10,100,10847.6103515625,1.47624814510345,0.975880538511,0.261400014162064,0.291500002145767,7,49,-0.321697950363159,2.90169787406921
"354",165,1998,"Uruguay",2,10,1,0.0719999969005585,4.58085775375366,9.33901405334473,25,10,100,11362.181640625,1.5197559595108,0.975880538511,0.270399987697601,0.300500005483627,7,49,-1.49180269241333,3.49180269241333
"355",165,1999,"Uruguay",2,10,1,0.0719999969005585,4.56104755401611,9.30693244934082,24,10,100,11003.486328125,1.34290063381195,0.975880538511,0.241500005125999,0.276600003242493,7,49,-1.49180269241333,3.49180269241333
"356",200,1984,"UK",4,8.5,22,0.0687999978661535,6.02164077758789,9.70405673980713,336,10,100,16367.4609375,1.43769001960754,0.954342483771,0.275700002908707,0.370299994945526,7,49,1.01400148868561,2.98599863052368
"357",200,1985,"UK",4,8,21,0.0719999969005585,6.05659818649292,9.73666286468506,334,10,100,16909.87890625,1.42441403865814,0.954342483771,0.283899992704391,0.374500006437302,7,49,1.18260276317596,2.81739711761475
"358",200,1986,"UK",4,8,12,0.0647999972105033,6.17580080032349,9.77444362640381,331,10,100,17560.900390625,1.39369201660156,0.954342483771,0.276399999856949,0.363400012254715,7,49,1.18260276317596,2.81739711761475
"359",200,1987,"UK",4,8.92000007629395,11,0.0575999975204464,6.32319450378418,9.81838130950928,328,10,100,18349.603515625,1.36530900001526,0.954342483771,0.273400008678436,0.357499986886978,7,49,0.872376263141632,3.12762379646301
"360",200,1988,"UK",4,9.67000007629395,7,0.0503999978303913,6.3248553276062,9.87246799468994,324,10,100,19369.294921875,1.37283396720886,0.954342483771,0.279599994421005,0.359199970960617,7,49,0.619474232196808,3.38052582740784
"361",200,1989,"UK",4,7.5,7,0.0431999981403361,6.30110216140747,9.89343929290771,318,10,100,19779.740234375,1.32510805130005,0.954342483771,0.277500003576279,0.354499995708466,7,49,1.35120415687561,2.64879584312439
"362",200,1990,"UK",4,7.07999992370605,8,0.0359999984502792,6.50608777999878,9.89592552185059,308,10,100,19828.974609375,1.37117898464203,0.954342483771,0.292199999094009,0.368400007486343,7,49,1.49282932281494,2.50717067718506
