Unnamed: 0,resp_id,any_missing,party_lean,gender,highest_edu,trust_gov_dc_V241229,trust_court_system_V241230,corrupt_officials_V241233,trust_people_V241234,trust_election_officials_V241315,trust_judiciary_V242419,trust_gov_V242418,trust_congress_V242417,trust_news_media_V241335,trust_social_media_V242422,trust_parties_V242421,trust_scientists_V242420,x,y
629,140836,False,Not strong Dem,Male,Bachelors,4,4,4,2,5,2,2,2,4,1,3,1,-45.280445,18.534191
630,140837,False,Lean Dem,Male,<HS,3,3,4,4,4,3,3,3,3,3,3,3,40.451645,10.864294
631,140838,False,Not strong Dem,Female,HS,3,2,4,2,5,2,3,3,3,2,3,2,-11.354698,50.564167
632,140839,False,Not strong Dem,Female,<HS,3,3,2,4,2,2,2,2,3,2,2,2,-43.52203,-35.744366
633,140840,False,Lean Dem,Male,HS,4,5,2,5,2,4,4,4,1,2,4,2,57.535473,26.908043
634,140842,False,Not strong Dem,Male,Bachelors,3,4,4,2,5,2,2,3,4,1,2,1,-73.31897,23.130074
635,140843,False,Not strong Dem,Female,Some college,3,2,4,2,5,2,4,4,3,2,4,1,-3.420684,28.348291
636,140844,False,Strong Rep,Male,<HS,5,4,2,3,2,2,2,2,1,3,3,2,2.7722123,-64.20613
637,140845,False,Lean Rep,Male,Bachelors,5,3,2,2,5,2,4,4,1,4,4,3,37.05647,-27.657038
638,140846,False,Strong Rep,Male,Some college,4,4,2,3,3,2,3,2,2,3,2,2,11.284571,-58.01554
639,140847,False,Not strong Dem,Male,HS,4,3,3,2,2,3,2,3,3,4,3,2,-2.2436626,-12.672187
640,140848,False,Not strong Dem,Female,Bachelors,3,4,2,2,2,3,3,3,2,3,3,2,44.18749,25.914108
641,140849,False,Strong Rep,Male,Some college,4,4,2,4,2,2,3,2,2,3,4,2,13.945418,-51.851353
642,140850,False,Strong Rep,Male,Bachelors,3,2,3,3,5,2,3,2,1,3,2,2,-35.433517,-64.10066
643,140851,False,Lean Rep,Male,Bachelors,4,2,4,2,3,1,3,3,1,3,2,3,9.424566,-13.454767
644,140854,False,Lean Rep,Male,Advanced Degree,4,4,4,4,2,2,3,3,2,3,3,2,26.903717,-2.6784325
645,140855,False,Strong Dem,Female,Bachelors,3,2,4,2,5,3,2,2,4,2,2,1,-67.0543,31.063896
646,140857,False,Strong Rep,Male,HS,4,2,2,2,2,2,2,3,2,3,3,2,5.2592516,-21.975302
647,140859,False,Strong Dem,Male,Some college,4,3,4,2,4,4,3,3,2,2,3,1,23.917154,64.73518
648,140861,False,Lean Dem,Male,Bachelors,3,4,4,2,4,3,2,3,3,2,4,1,32.458076,72.79404
649,140864,False,Strong Dem,Female,HS,1,1,4,3,4,2,2,2,4,2,2,2,-55.187332,-29.844635
650,140865,False,Strong Rep,Female,Some college,5,4,3,3,1,3,4,3,1,4,3,3,67.17173,-16.518217
651,140866,False,Strong Dem,Male,Bachelors,2,2,3,2,5,2,3,2,2,2,3,1,-25.765764,23.92489
652,140867,False,Strong Dem,Male,Advanced Degree,4,3,4,2,5,3,2,3,3,1,3,1,-10.362624,72.098274
653,140870,False,Lean Rep,Male,HS,3,4,2,2,3,2,3,3,2,4,3,2,39.05987,-37.87978
654,140871,False,Not strong Rep,Male,Advanced Degree,4,3,2,2,5,1,2,2,3,3,3,1,-19.434416,-16.445082
655,140872,False,Strong Rep,Male,Bachelors,4,2,2,4,2,3,3,3,1,4,2,2,53.842045,-12.799286
656,140873,False,Strong Dem,Female,HS,4,4,4,3,3,2,2,2,3,2,2,2,-59.999123,-59.78844
657,140874,False,Lean Dem,Male,Some college,4,3,3,3,3,3,3,3,3,2,4,2,46.469704,70.165146
658,140875,False,Not strong Rep,Female,Some college,3,3,4,3,5,1,1,2,3,2,2,1,-85.55933,1.3327619
659,140877,False,Strong Dem,Male,Some college,5,4,3,3,4,3,4,4,3,3,3,1,50.85788,56.347885
660,140878,False,Not strong Rep,Female,Bachelors,3,2,2,4,4,2,3,2,2,4,3,3,18.155277,-34.472363
661,140880,False,Lean Dem,Female,Some college,2,2,4,2,5,3,2,2,3,3,2,2,-63.141132,24.795082
662,140881,False,Strong Dem,Female,Some college,2,2,4,2,5,3,2,2,4,2,2,1,-65.916275,31.26668
663,140882,False,Not strong Dem,Female,Some college,3,3,4,2,5,2,2,2,4,2,2,2,-74.05553,-42.044556
664,140883,False,Independent,Male,HS,5,5,1,4,1,4,4,4,3,4,4,3,78.69172,28.907053
665,140884,False,Strong Rep,Female,Advanced Degree,4,3,2,2,4,2,2,2,1,3,4,2,-13.223116,-15.124772
666,140885,False,Lean Rep,Male,Bachelors,5,3,2,2,2,2,4,3,2,3,3,2,26.74218,-30.286146
667,140886,False,Not strong Dem,Male,Some college,4,4,4,4,5,2,3,3,3,3,3,1,17.287798,31.248652
668,140887,False,Lean Dem,Female,Some college,3,2,2,3,3,3,3,3,2,3,3,1,40.103184,51.125973
669,140888,False,Not strong Dem,Male,Advanced Degree,4,2,4,2,5,2,2,3,2,2,3,1,-27.379206,61.05602
670,140890,False,Lean Rep,Female,Some college,3,4,2,3,5,4,3,3,2,3,3,2,69.298676,49.76512
671,140892,False,Lean Dem,Female,Advanced Degree,4,2,3,2,5,2,3,3,1,2,3,2,7.688913,6.2228923
672,140893,False,Not strong Dem,Female,Some college,4,4,2,5,1,4,4,4,1,4,4,2,73.1421,22.13743
673,140894,False,Strong Rep,Male,HS,4,3,2,4,3,2,4,3,1,3,4,3,50.394096,-21.099897
674,140895,False,Not strong Dem,Female,Some college,3,2,4,3,2,2,2,2,2,3,3,2,-24.70205,-6.424523
675,140899,False,Lean Dem,Male,Advanced Degree,2,2,3,2,4,2,2,2,3,2,3,2,-39.031948,-4.0107617
676,140901,False,Strong Dem,Female,Bachelors,4,4,3,3,3,3,2,2,2,3,2,2,5.1761847,-76.25856
677,140902,False,Not strong Dem,Female,Some college,2,2,2,3,5,2,2,2,1,2,2,2,-74.61547,-23.379883
678,140903,False,Not strong Rep,Male,Bachelors,5,4,2,4,3,2,3,3,2,3,3,2,57.973503,-41.480377
679,140904,False,Not strong Rep,Male,Some college,4,4,3,4,1,3,3,3,5,3,3,3,37.21999,6.3084593
680,140905,False,Strong Dem,Female,Advanced Degree,4,4,2,3,4,2,2,2,2,2,3,1,-13.537759,-31.982107
681,140906,False,Independent,Male,Bachelors,5,4,2,4,3,4,4,4,2,3,4,2,66.529076,36.93174
682,140907,False,Strong Rep,Female,Some college,4,4,2,2,1,2,3,3,2,3,3,2,44.858772,-41.02449
683,140908,False,Not strong Rep,Male,HS,3,3,3,5,3,3,2,3,4,2,3,2,-17.431284,15.47343
684,140910,False,Not strong Dem,Male,<HS,5,5,4,5,1,3,3,3,5,4,3,3,37.47524,5.915242
685,140911,False,Strong Dem,Female,HS,4,5,3,3,5,4,4,3,2,2,2,1,15.251252,62.333935
686,140912,False,Strong Dem,Male,Some college,4,4,4,3,5,2,2,2,4,2,2,2,-49.83546,0.8081297
687,140914,False,Lean Dem,Female,Bachelors,4,4,2,3,5,2,3,3,2,4,4,1,18.905226,22.451881
688,140915,False,Lean Dem,Male,Bachelors,2,3,4,2,4,3,2,3,4,2,2,1,-69.43395,35.745296
689,140916,False,Strong Dem,Female,Some college,2,2,4,3,5,2,3,3,2,3,3,2,1.6915977,6.074279
690,140918,False,Independent,Male,Bachelors,4,5,1,3,5,4,4,4,1,4,4,1,62.655243,42.16532
691,140919,False,Strong Dem,Female,Some college,2,4,4,3,2,2,2,3,3,2,3,1,-38.207363,49.8818
692,140922,False,Strong Rep,Female,Some college,2,1,4,4,4,1,2,2,2,3,3,2,-38.43657,-10.473488
693,140923,False,Strong Dem,Male,Advanced Degree,3,4,3,2,5,2,3,3,3,1,3,1,-3.246288,42.735847
694,140924,False,Strong Dem,Female,HS,4,3,2,2,5,3,4,4,1,4,4,3,37.802082,-27.641136
695,140925,False,Not strong Dem,Male,HS,3,2,4,2,5,1,2,2,3,3,2,1,-84.12677,-5.0883317
696,140926,False,Not strong Dem,Male,HS,3,3,3,3,5,2,3,2,3,2,2,2,-45.769905,4.8003163
697,140927,False,Lean Dem,Female,HS,5,5,2,4,1,3,4,3,1,3,3,2,59.370846,10.986692
698,140928,False,Not strong Rep,Male,Advanced Degree,3,3,3,3,3,1,3,2,3,2,4,2,-6.9378963,-34.65617
699,140929,False,Strong Dem,Male,HS,3,3,2,2,3,2,3,3,3,2,3,2,13.284654,0.5378602
700,140930,False,Not strong Dem,Female,Bachelors,4,4,4,2,4,2,2,3,4,2,3,2,-18.350777,59.31804
701,140931,False,Strong Rep,Female,HS,2,3,2,4,4,2,2,2,2,3,2,1,-41.115253,-40.177402
702,140932,False,Strong Dem,Male,Bachelors,3,4,4,4,3,3,2,3,3,2,3,1,11.850535,46.156563
703,140933,False,Lean Rep,Male,Advanced Degree,4,2,4,2,4,2,3,3,1,3,4,1,-5.019915,20.846964
704,140934,False,Not strong Rep,Male,Bachelors,4,3,2,3,3,2,4,4,1,4,4,3,48.05019,-22.372606
705,140935,False,Lean Rep,Female,Some college,4,2,4,2,4,2,3,2,3,3,3,2,6.54553,-8.835679
706,140936,False,Lean Dem,Male,Some college,4,4,2,3,4,2,4,3,4,2,4,1,11.506526,31.783892
707,140937,False,Strong Dem,Female,Some college,4,2,3,2,5,2,2,2,2,2,3,2,-23.305954,-13.008031
708,140938,False,Strong Rep,Male,HS,3,3,3,4,3,3,3,3,1,4,3,2,49.329136,3.4512389
709,140939,False,Strong Rep,Male,Advanced Degree,4,4,4,2,3,3,2,2,2,3,2,2,-21.84975,-82.25175
710,140940,False,Strong Dem,Female,Advanced Degree,2,2,4,2,5,1,1,2,4,1,2,1,-82.78424,1.3945607
711,140944,False,Strong Dem,Female,Advanced Degree,4,4,2,3,5,2,2,3,2,2,2,1,-38.87186,10.682949
712,140945,False,Strong Dem,Female,Some college,4,4,1,5,3,2,2,2,3,2,2,1,-14.976161,-42.754417
713,140948,False,Not strong Dem,Male,HS,4,4,2,4,2,3,3,3,3,3,3,1,72.31892,31.99029
714,140949,False,Strong Dem,Female,Bachelors,2,2,3,3,5,3,2,2,4,2,3,2,-38.82366,4.731036
715,140950,False,Not strong Rep,Male,Advanced Degree,3,2,4,2,5,2,2,2,2,3,2,2,-38.61585,-71.40001
716,140952,False,Lean Rep,Male,Advanced Degree,4,4,3,2,3,1,3,3,2,3,3,2,34.063072,-18.842794
717,140957,False,Not strong Dem,Female,Advanced Degree,4,4,3,2,5,2,2,3,3,2,3,1,-22.998228,52.864845
718,140958,False,Not strong Dem,Female,Advanced Degree,3,4,3,4,4,2,2,2,2,3,3,1,-10.233382,-33.763474
719,140959,False,Strong Dem,Female,Advanced Degree,4,4,3,3,4,4,4,4,3,2,4,1,46.89285,59.433643
720,140960,False,Lean Rep,Male,Advanced Degree,5,4,2,4,2,2,2,2,1,2,2,2,-12.307997,-47.632065
721,140961,False,Not strong Rep,Female,Some college,4,4,3,2,3,2,2,2,1,3,3,1,-8.689361,-25.686338
722,140963,False,Not strong Rep,Male,Bachelors,4,4,2,4,5,1,3,3,3,2,4,1,12.294375,33.404522
723,140964,False,Not strong Rep,Male,HS,4,3,3,2,3,3,3,3,1,4,2,3,70.82515,-11.296486
724,140965,False,Strong Dem,Male,Bachelors,4,4,3,2,5,4,3,3,3,2,3,1,22.340548,66.282974
725,140967,False,Strong Dem,Female,Advanced Degree,3,3,4,3,5,2,2,3,3,1,2,1,-76.47221,22.822544
726,140968,False,Strong Dem,Female,Some college,2,2,3,4,5,2,2,1,5,2,2,2,-58.800148,-24.299053
727,140969,False,Not strong Rep,Female,Some college,4,3,4,4,4,2,3,2,1,2,3,2,7.928445,-40.69407
728,140970,False,Strong Rep,Male,Some college,4,4,3,4,2,2,2,2,3,4,2,2,-13.910218,-66.1057
729,140971,False,Lean Dem,Female,Bachelors,4,4,2,3,2,3,4,4,2,2,4,2,60.215115,27.728598
730,140973,False,Independent,Male,<HS,3,3,3,3,3,2,2,2,3,2,2,2,-46.54585,-42.288067
731,140975,False,Strong Dem,Male,HS,4,4,2,4,2,3,4,4,1,3,4,1,65.698814,27.69006
732,140977,False,Lean Rep,Female,Advanced Degree,4,4,2,3,2,2,3,3,2,3,3,2,51.01607,-48.945045
733,140978,False,Not strong Dem,Male,Some college,2,2,3,4,4,3,3,4,5,2,2,2,33.425777,41.225124
734,140979,False,Lean Dem,Male,Bachelors,4,4,3,3,4,3,3,4,3,2,4,1,41.472023,63.805664
735,140980,False,Strong Rep,Female,Some college,5,4,2,3,1,3,4,3,1,3,2,3,63.050156,-22.952034
736,140981,False,Strong Dem,Female,Some college,3,3,4,2,5,2,2,3,3,2,2,1,-76.131325,21.295742
737,140982,False,Independent,Male,Some college,5,3,2,4,2,3,3,3,2,3,4,2,66.6243,18.834204
738,140986,False,Strong Rep,Male,Bachelors,4,4,3,3,3,2,2,2,2,3,2,2,-20.265076,-72.25873
739,140988,False,Strong Rep,Male,Some college,4,2,4,2,4,2,3,4,2,3,3,2,11.876183,-7.64228
740,140989,False,Strong Dem,Male,Advanced Degree,4,4,3,2,5,4,3,4,3,3,3,1,26.062319,73.98298
741,140990,False,Lean Dem,Female,Some college,4,4,3,2,5,2,2,3,2,2,3,1,-21.902298,51.93689
742,140991,False,Strong Dem,Male,Bachelors,2,2,3,2,4,3,2,3,4,2,3,1,-15.706671,78.055275
743,140992,False,Strong Rep,Female,HS,2,2,2,2,4,2,2,1,5,4,2,1,-66.61132,-31.917343
744,140993,False,Independent,Male,Advanced Degree,5,2,2,1,5,2,3,4,3,2,3,1,-13.875557,30.58156
745,140994,False,Strong Dem,Female,HS,3,3,4,4,4,2,2,2,3,2,2,2,-47.9367,-27.0684
746,140995,False,Independent,Female,Bachelors,5,5,2,4,1,2,3,3,1,2,1,1,35.299942,-63.643993
747,140997,False,Strong Rep,Male,Some college,3,3,2,3,1,1,1,1,3,2,1,1,-38.2881,-45.091694
748,140999,False,Lean Dem,Female,Advanced Degree,3,3,4,3,3,2,2,2,3,2,2,2,-61.115463,-51.4995
749,141000,False,Lean Rep,Female,Bachelors,4,2,4,2,4,2,2,2,3,2,3,1,-50.06064,25.294165
750,141001,False,Strong Dem,Female,HS,4,3,3,5,5,2,3,3,3,1,2,1,-38.54031,12.636882
751,141003,False,Lean Dem,Female,HS,3,2,3,4,3,3,3,3,5,3,4,2,36.13376,38.60725
752,141005,False,Strong Rep,Male,Bachelors,3,2,3,2,3,2,3,2,1,4,3,2,13.1497,-28.234627
753,141006,False,Strong Dem,Female,HS,4,4,3,2,5,3,3,3,3,2,3,2,26.708082,67.99248
754,141007,False,Strong Rep,Female,Some college,4,4,3,4,4,2,2,2,2,3,3,2,-1.1720097,-41.74203
755,141008,False,Strong Dem,Female,Advanced Degree,3,4,3,2,5,3,2,3,5,2,3,1,-4.4547415,64.80121
756,141009,False,Strong Dem,Male,Bachelors,3,4,2,3,5,2,3,3,3,2,3,1,6.54804,31.748829
757,141011,False,Strong Rep,Male,Bachelors,5,4,1,4,2,3,3,2,1,4,3,2,57.8827,5.9623528
758,141012,False,Strong Dem,Male,Some college,4,5,2,4,3,3,3,3,2,3,3,3,83.1051,-25.383314
759,141014,False,Not strong Dem,Female,Bachelors,4,3,3,3,4,2,2,2,1,3,3,2,-5.805752,-29.693516
760,141016,False,Strong Dem,Female,Bachelors,3,2,3,3,5,4,3,3,4,2,3,1,11.135938,73.296616
761,141017,False,Strong Dem,Female,Advanced Degree,3,4,2,3,4,3,3,3,3,2,2,2,26.342918,30.991802
762,141018,False,Strong Rep,Female,Advanced Degree,2,2,4,2,4,2,2,2,2,3,2,3,-37.52226,-74.8878
763,141019,False,Independent,Male,Bachelors,4,3,4,3,3,2,3,3,2,3,3,2,26.288685,-5.507518
764,141021,False,Lean Rep,Female,Bachelors,5,4,2,2,4,2,4,2,1,4,4,3,30.409046,-41.212566
765,141023,False,Lean Rep,Female,Advanced Degree,4,4,2,4,3,3,3,3,2,3,3,2,58.35959,19.31091
766,141024,False,Lean Rep,Male,Some college,4,4,2,3,4,2,3,3,2,4,3,3,38.96718,-33.772057
767,141026,False,Lean Rep,Female,Advanced Degree,4,2,4,2,4,2,2,2,2,2,2,1,-62.017868,-15.369562
768,141027,False,Strong Rep,Female,Some college,4,4,4,2,3,1,2,2,3,4,3,2,-15.544139,-6.420736
769,141028,False,Not strong Rep,Female,HS,2,2,4,2,4,2,2,2,3,2,2,2,-67.191246,-44.31258
770,141029,False,Strong Dem,Female,Advanced Degree,2,2,4,2,5,2,2,3,4,2,3,1,-35.9572,66.2719
771,141030,False,Strong Rep,Female,Bachelors,4,3,4,2,3,1,2,2,3,2,2,2,-81.999176,-26.880053
772,141031,False,Lean Rep,Male,Bachelors,5,4,2,2,4,3,3,3,2,3,4,2,54.88672,51.72988
773,141032,False,Strong Rep,Female,Some college,3,4,3,2,4,1,3,2,2,3,2,2,-4.6092167,-81.15109
774,141033,False,Not strong Dem,Female,Advanced Degree,3,3,2,3,4,2,2,2,2,2,2,1,-73.24264,-21.820187
775,141034,False,Not strong Rep,Female,HS,3,3,2,2,2,3,3,3,3,2,3,2,40.739147,30.712635
776,141035,False,Lean Dem,Female,Advanced Degree,4,3,3,2,3,3,3,3,2,3,3,1,44.995193,45.658005
777,141038,False,Not strong Rep,Male,Advanced Degree,5,5,1,4,2,4,4,4,1,2,4,2,58.413734,26.993963
778,141039,False,Strong Dem,Male,Bachelors,4,4,2,4,4,3,3,3,3,2,4,2,17.56709,43.841076
779,141040,False,Lean Rep,Male,Some college,4,4,3,4,3,2,2,2,1,2,3,2,-8.167262,-43.128
780,141041,False,Strong Rep,Male,<HS,4,4,4,4,5,2,2,2,5,3,2,2,-48.10153,-1.3537521
781,141042,False,Lean Dem,Female,Bachelors,4,4,2,3,4,2,3,3,2,3,3,2,48.961815,-48.73183
782,141043,False,Lean Dem,Female,Advanced Degree,3,3,3,2,5,2,2,2,3,2,3,1,-38.26473,25.353302
783,141047,False,Strong Dem,Female,Advanced Degree,2,3,4,2,4,2,2,3,4,2,3,1,-34.853397,66.234055
784,141049,False,Strong Dem,Male,Advanced Degree,2,3,3,3,4,2,3,3,4,2,3,1,-11.004061,38.867134
785,141051,False,Lean Rep,Male,HS,4,2,2,2,4,2,3,3,1,4,3,3,27.180862,-25.172907
786,141053,False,Strong Dem,Female,Bachelors,2,2,4,3,5,2,2,2,3,2,2,1,-71.74799,-12.243825
787,141054,False,Lean Dem,Female,HS,2,2,3,2,5,2,2,2,3,2,3,2,-39.30174,-3.420969
788,141055,False,Lean Dem,Male,Some college,3,5,3,4,3,4,4,4,3,3,4,1,44.66623,57.908672
789,141056,False,Lean Rep,Male,Bachelors,4,4,3,2,2,3,2,2,2,3,2,3,12.498379,-78.19805
790,141057,False,Lean Rep,Female,Some college,4,3,2,2,4,2,2,2,3,3,2,1,-62.104824,-0.98606765
791,141058,False,Strong Dem,Male,Bachelors,3,2,4,2,5,1,2,2,3,2,3,2,-32.1818,-6.086638
792,141059,False,Not strong Rep,Female,HS,4,3,3,2,3,3,4,3,1,3,3,2,57.59284,-12.813173
793,141060,False,Lean Dem,Male,Advanced Degree,4,2,2,3,2,2,4,4,2,2,4,1,-4.285078,24.343658
794,141061,False,Not strong Dem,Female,Some college,4,3,4,2,4,3,3,3,3,2,3,1,18.613712,69.83549
795,141062,False,Strong Rep,Female,Some college,4,2,3,3,4,2,2,3,3,3,2,3,-6.0935917,-2.3201864
796,141063,False,Strong Dem,Female,Bachelors,4,4,3,3,3,3,3,3,3,2,3,1,21.644604,57.879143
797,141064,False,Lean Dem,Male,Advanced Degree,4,2,3,3,4,3,3,4,3,3,4,1,40.38611,69.00472
798,141065,False,Strong Rep,Female,Some college,4,3,3,3,4,3,3,3,2,2,3,3,34.569656,-5.4767404
799,141067,False,Strong Rep,Male,Advanced Degree,4,2,3,2,2,2,4,4,1,4,3,3,24.407063,-23.923676
800,141068,False,Lean Dem,Female,<HS,3,2,4,3,3,2,2,2,2,4,3,2,-23.461592,-4.770091
801,141069,False,Independent,Female,Advanced Degree,3,3,3,3,3,2,3,3,3,2,3,2,-4.577427,7.137491
802,141070,False,Strong Dem,Female,Some college,2,4,3,4,3,2,3,2,5,2,3,2,-31.956825,12.878587
803,141071,False,Strong Dem,Female,Advanced Degree,4,4,2,2,4,3,3,3,2,3,3,1,46.927982,45.080788
804,141072,False,Lean Rep,Male,Advanced Degree,3,3,4,2,3,2,3,3,3,3,3,2,18.81738,-9.22723
805,141074,False,Lean Dem,Female,<HS,5,5,4,5,1,4,4,2,1,1,4,1,55.06691,27.338097
806,141075,False,Lean Rep,Female,HS,2,1,3,5,5,1,3,2,2,3,3,1,-39.269264,-10.380312
807,141076,False,Strong Dem,Female,Bachelors,2,3,4,2,5,2,3,3,3,2,3,1,-11.663183,44.511955
808,141077,False,Independent,Male,Advanced Degree,5,4,1,2,2,2,4,4,1,4,4,2,42.94199,-23.895546
809,141078,False,Not strong Rep,Male,Bachelors,4,4,4,3,3,2,3,3,2,3,3,2,26.63691,-4.9950376
810,141080,False,Strong Dem,Female,Advanced Degree,3,4,3,2,5,2,2,2,3,2,3,1,-38.38671,20.994726
811,141081,False,Not strong Dem,Female,HS,4,4,3,2,5,2,3,3,2,2,3,3,33.394566,-10.58866
812,141082,False,Lean Rep,Male,Some college,4,2,2,2,3,1,3,3,1,4,3,3,25.876863,-25.62128
813,141084,False,Lean Rep,Female,Bachelors,4,4,2,3,1,3,3,3,1,3,3,2,62.37162,-10.149631
814,141085,False,Strong Rep,Female,Bachelors,3,2,3,2,5,2,3,3,1,2,4,2,8.069172,6.992054
815,141086,False,Not strong Dem,Female,Advanced Degree,3,2,4,4,5,2,2,3,4,2,3,1,-43.28575,45.58248
816,141087,False,Lean Rep,Male,HS,3,4,3,3,3,3,3,3,3,3,3,1,36.95571,54.747795
817,141088,False,Strong Rep,Female,Some college,4,4,3,4,2,2,2,2,2,2,2,3,-22.163145,-42.024555
818,141089,False,Not strong Rep,Female,HS,5,5,2,4,2,3,4,4,2,3,4,3,86.01173,9.418796
819,141090,False,Independent,Male,Some college,5,3,2,2,4,2,3,3,2,2,4,2,12.07583,10.5859165
820,141091,False,Strong Dem,Female,Bachelors,4,4,4,4,4,3,2,2,4,2,2,1,-54.271423,-1.4485546
821,141093,False,Lean Rep,Male,Some college,4,2,2,2,1,2,3,2,1,4,3,3,18.951061,-26.895178
822,141096,False,Lean Dem,Female,Some college,4,4,2,4,2,2,3,3,2,3,3,1,12.771732,21.521387
823,141097,False,Strong Rep,Male,Some college,3,3,4,2,4,2,2,2,4,3,2,2,-43.587578,-67.621155
824,141098,False,Strong Dem,Male,Some college,2,4,4,2,4,4,3,3,4,1,2,1,3.0998325,70.88245
825,141099,False,Strong Dem,Female,Bachelors,3,3,2,2,4,3,3,3,2,3,3,1,47.48164,42.88129
826,141100,False,Not strong Rep,Female,Advanced Degree,2,2,4,2,5,2,3,3,2,3,3,2,2.2522278,6.307489
827,141101,False,Strong Rep,Male,HS,4,3,4,2,2,2,3,3,2,2,3,2,51.952583,-33.67426
828,141102,False,Lean Rep,Female,HS,4,4,2,2,5,3,3,3,1,3,3,3,68.006195,-1.6288856
829,141104,False,Not strong Dem,Female,Advanced Degree,4,4,4,2,3,2,3,3,2,4,3,3,29.44261,-17.59065
830,141105,False,Strong Rep,Female,HS,3,3,4,3,3,2,3,2,2,3,3,3,3.7150967,-4.2014494
831,141106,False,Lean Dem,Male,Bachelors,5,5,1,4,5,3,3,2,2,2,3,1,28.83193,53.18737
832,141107,False,Lean Rep,Female,Some college,3,3,3,4,3,3,3,3,3,2,3,3,44.646797,11.940896
833,141108,False,Not strong Dem,Male,Advanced Degree,5,4,2,2,2,3,4,4,3,2,4,1,61.321983,31.51238
834,141109,False,Not strong Dem,Male,Bachelors,3,4,2,4,3,2,2,2,4,2,2,2,-32.511765,-32.739693
835,141110,False,Strong Rep,Male,<HS,5,5,1,4,1,4,4,4,1,4,4,4,83.46849,0.9692223
836,141111,False,Strong Rep,Male,HS,4,4,2,3,2,3,3,4,2,4,3,3,79.76214,-5.9178343
837,141112,False,Strong Rep,Male,HS,4,4,2,2,3,2,3,4,1,4,3,2,33.920235,-31.793125
838,141113,False,Not strong Dem,Female,Bachelors,4,3,2,2,5,3,3,2,3,2,3,1,14.933124,65.11812
839,141118,False,Strong Dem,Female,Bachelors,4,4,4,4,3,3,3,3,3,3,3,2,35.497417,2.526734
840,141120,False,Strong Dem,Male,<HS,2,3,4,4,3,2,3,2,3,2,2,2,-46.522472,-24.94785
841,141121,False,Strong Rep,Female,Bachelors,5,5,2,2,3,3,3,3,1,4,3,2,64.07957,-1.0775343
842,141122,False,Not strong Rep,Female,Bachelors,4,4,2,3,4,3,3,3,3,4,3,2,72.04215,44.14935
843,141124,False,Not strong Dem,Female,Some college,4,4,3,2,5,2,3,2,3,2,3,1,-29.487068,23.141497
844,141128,False,Strong Rep,Male,Bachelors,4,3,3,3,3,2,4,3,2,3,2,3,34.7411,-53.19286
845,141129,False,Strong Rep,Male,Bachelors,4,4,2,2,1,3,2,2,1,4,3,4,17.314257,-77.60302
846,141130,False,Strong Rep,Male,Bachelors,3,3,3,4,2,2,3,2,2,3,2,2,-24.756323,-58.24799
847,141131,False,Strong Rep,Male,Advanced Degree,5,4,2,3,3,2,3,4,1,4,2,3,38.21272,-51.645725
848,141132,False,Not strong Rep,Male,Bachelors,4,4,3,2,3,3,2,2,1,4,3,2,18.420387,-76.36595
849,141135,False,Lean Dem,Female,HS,3,2,4,3,4,2,2,2,4,2,2,2,-57.046978,-24.9171
850,141136,False,Independent,Female,Bachelors,5,5,1,2,1,4,4,4,1,4,4,1,69.84684,10.28384
851,141139,False,Lean Rep,Female,Bachelors,3,2,3,2,4,2,3,2,1,3,2,2,-36.334045,-64.50762
852,141140,False,Not strong Dem,Male,Bachelors,2,2,4,2,4,2,2,2,3,2,3,1,-44.899147,33.02512
853,141141,False,Lean Rep,Female,Some college,4,4,4,4,3,2,3,2,2,3,3,2,6.4513793,-41.156406
854,141142,False,Strong Rep,Female,Some college,4,4,2,4,2,2,3,3,1,4,2,3,25.055883,-63.027122
855,141143,False,Not strong Dem,Female,Some college,4,3,2,3,3,2,4,4,3,2,4,2,20.875912,11.641518
856,141144,False,Not strong Dem,Female,Advanced Degree,3,3,4,2,5,2,3,3,3,2,3,2,-10.284276,50.75046
857,141145,False,Strong Dem,Male,Bachelors,2,3,3,2,5,2,2,3,4,2,2,1,-82.35302,26.975332
858,141146,False,Strong Dem,Female,Advanced Degree,4,4,4,2,4,3,3,3,1,3,4,1,31.609055,60.002647
859,141147,False,Not strong Rep,Male,Advanced Degree,3,2,4,2,5,2,2,3,3,2,3,1,-31.888206,65.433044
860,141148,False,Strong Dem,Male,HS,3,5,4,4,5,3,4,3,4,2,2,2,20.265257,36.674625
861,141150,False,Not strong Dem,Male,Some college,2,2,3,2,4,2,2,2,2,3,2,2,-37.181232,-72.91642
862,141152,False,Not strong Dem,Male,Bachelors,3,4,3,2,5,3,1,2,4,1,3,1,-39.815647,19.447054
863,141153,False,Strong Dem,Male,Bachelors,3,4,3,2,5,3,3,3,2,3,2,2,29.46919,23.89141
864,141154,False,Not strong Dem,Nonbinary,Some college,5,5,1,4,4,3,3,3,1,3,3,3,84.744026,-23.573475
865,141155,False,Strong Rep,Female,HS,4,2,4,2,1,2,3,3,1,4,3,2,16.503819,-19.101791
866,141156,False,Lean Dem,Female,HS,2,2,4,2,5,2,2,2,4,1,3,1,-51.021652,33.16889
867,141157,False,Not strong Rep,Male,<HS,4,4,4,4,5,2,2,2,4,3,3,2,-47.43295,-1.3885841
868,141158,False,Not strong Dem,Male,Bachelors,2,3,4,3,5,2,3,2,3,1,3,1,-49.51324,41.509598
